API_WELL_NUMBER,WELL_TYPE_CODE,WELL_NAME,COMPANY_NAME,BOREHOLE_STAT_DT,BH_TOTAL_MD
1.77194E+11,D, D023,Fieldwood Energy Offshore LLC,7/29/76,14050
1.77192E+11,D, D017,Fieldwood Energy Offshore LLC,3/29/08,14490
1.7719E+11,D, A002,Fieldwood Energy Offshore LLC,4/28/10,11797
1.77194E+11,E,3,Fieldwood Energy Offshore LLC,8/8/13,3500
1.77024E+11,D, B005,Fieldwood Energy Offshore LLC,12/1/94,13632
1.77024E+11,D, A008,Fieldwood Energy Offshore LLC,12/10/88,10410
1.77024E+11,D, A003,Fieldwood Energy Offshore LLC,11/2/92,14219
1.77014E+11,D, A001,Fieldwood Energy Offshore LLC,4/27/89,9700
1.77064E+11,D, A005,Fieldwood Energy Offshore LLC,9/24/95,12350
1.77064E+11,E, A004,Fieldwood Energy Offshore LLC,10/29/95,14273
1.77064E+11,E, A001,Fieldwood Energy Offshore LLC,3/5/12,11551
1.77064E+11,E,3,Fieldwood Energy Offshore LLC,11/3/86,6500
1.77064E+11,D, A010,Fieldwood Energy Offshore LLC,2/14/99,8420
1.77064E+11,D, A001,Fieldwood Energy Offshore LLC,2/14/99,9370
1.77054E+11,D, A004,Fieldwood Energy Offshore LLC,11/28/04,7432
1.77154E+11,D, A001,Fieldwood Energy Offshore LLC,10/17/09,10670
1.77124E+11,D, D002,Fieldwood Energy Offshore LLC,2/24/13,15314
1.77124E+11,E,2,Fieldwood Energy Offshore LLC,4/8/73,13510
1.77124E+11,D, F003,Fieldwood Energy Offshore LLC,11/30/94,11996
1.77124E+11,D, E011,Fieldwood Energy Offshore LLC,6/21/82,9701
1.7712E+11,D, A002,Fieldwood Energy Offshore LLC,7/4/63,11741
1.77124E+11,D, A010,Fieldwood Energy Offshore LLC,3/30/10,13886
1.77114E+11,E,3,Fieldwood Energy Offshore LLC,7/7/72,10555
1.77214E+11,D, G018,Fieldwood Energy Offshore LLC,5/9/12,11230
1.77214E+11,D, C013,Fieldwood Energy Offshore LLC,6/8/90,8779
1.77214E+11,D, G031,Fieldwood Energy Offshore LLC,5/15/00,14775
1.7717E+11,D, K003,"Energy XXI GOM, LLC",4/4/57,8500
1.7717E+11,D, P014,"Energy XXI GOM, LLC",11/18/72,9850
1.7717E+11,D, R012,"Energy XXI GOM, LLC",5/30/76,10850
1.77152E+11,D, D022,"Energy XXI GOM, LLC",2/18/99,12300
1.7719E+11,D, R002,"Energy XXI GOM, LLC",8/10/83,11900
1.7715E+11,D,11,"Energy XXI GOM, LLC",9/4/96,12000
1.7717E+11,D, R006,"Energy XXI GOM, LLC",6/8/76,9697
1.77214E+11,D, B004,"Energy XXI GOM, LLC",9/22/98,8195
1.77024E+11,D, B009,"Energy XXI GOM, LLC",6/26/98,11348
1.77054E+11,D, M003,"Energy XXI GOM, LLC",4/18/98,12574
1.7719E+11,D,33,"Energy XXI GOM, LLC",3/9/98,10355
1.77114E+11,D, J006,"Energy XXI GOM, LLC",6/18/98,13578
1.77024E+11,D, B002,"Energy XXI GOM, LLC",1/3/98,12838
1.7715E+11,D,98,"Energy XXI GOM, LLC",10/21/97,10802
1.77154E+11,D, E021,"Energy XXI GOM, LLC",11/24/97,7415
1.77094E+11,D, J002,"Energy XXI GOM, LLC",10/29/97,10510
1.77154E+11,D, G015,"Energy XXI GOM, LLC",11/29/14,6563
1.7715E+11,D,GA056,"Energy XXI GOM, LLC",12/28/09,11900
1.77154E+11,D, G001,"Energy XXI GOM, LLC",6/27/97,5960
1.77154E+11,D, B027,"Energy XXI GOM, LLC",1/24/12,7550
1.77154E+11,D, B043,"Energy XXI GOM, LLC",4/28/12,6738
1.77194E+11,D, E019,"Energy XXI GOM, LLC",8/2/82,13395
1.77194E+11,D, D044,"Energy XXI GOM, LLC",12/23/96,10440
1.77224E+11,D, C004,"Energy XXI GOM, LLC",12/11/96,8279
1.7715E+11,D,99,"Energy XXI GOM, LLC",2/15/11,11846
1.7719E+11,D, A027,"Energy XXI GOM, LLC",1/5/92,9236
1.7719E+11,D, D018,"Energy XXI GOM, LLC",9/19/92,9130
1.7719E+11,D, A003,"Energy XXI GOM, LLC",3/24/63,12609
1.7719E+11,D, S002,"Energy XXI GOM, LLC",4/23/92,11163
1.7715E+11,D, A003,"Energy XXI GOM, LLC",12/2/55,7671
1.7711E+11,D, F009,"Energy XXI GOM, LLC",3/24/10,9957
1.7711E+11,D,8,"Energy XXI GOM, LLC",8/23/12,11029
1.77084E+11,E, C001,"Energy XXI GOM, LLC",5/25/90,14250
6.08104E+11,E,1,"Energy XXI GOM, LLC",1/23/85,15303
1.7717E+11,D, W020,"Energy XXI GOM, LLC",7/25/89,11190
1.77154E+11,D, E010,"Energy XXI GOM, LLC",10/11/10,13867
1.77224E+11,D, B001,"Energy XXI GOM, LLC",11/13/96,15889
1.7715E+11,D,72,"Energy XXI GOM, LLC",6/29/96,11950
1.77054E+11,D, K006,"Energy XXI GOM, LLC",5/28/96,14404
1.7719E+11,D, S010,"Energy XXI GOM, LLC",1/16/88,11484
1.77214E+11,D, D015,"Energy XXI GOM, LLC",12/20/87,11080
1.77074E+11,D, B008,"Energy XXI GOM, LLC",3/10/15,14052
4.27114E+11,D, A010,"Energy XXI GOM, LLC",9/16/00,4495
1.77174E+11,D,SW147,"Energy XXI GOM, LLC",2/6/90,2447
1.7717E+11,D, J021,"Energy XXI GOM, LLC",3/17/61,10360
1.7709E+11,D, E004,"Energy XXI GOM, LLC",9/28/12,13174
1.77044E+11,D, C005,"Energy XXI GOM, LLC",9/10/09,10500
1.77094E+11,D, A017,"Energy XXI GOM, LLC",7/30/13,8926
1.77074E+11,D, F002,"Energy XXI GOM, LLC",3/19/99,13670
1.77154E+11,D, F003,"Energy XXI GOM, LLC",5/23/95,12150
1.77194E+11,D, P039,"Energy XXI GOM, LLC",6/6/95,5300
1.77094E+11,D, C028,"Energy XXI GOM, LLC",3/21/96,13164
4.27094E+11,D, A001,"Energy XXI GOM, LLC",4/5/96,8282
1.77044E+11,E, C014,"Energy XXI GOM, LLC",6/5/09,8075
1.77194E+11,D,8,"Energy XXI GOM, LLC",10/27/94,3521
1.7719E+11,D, C025,"Energy XXI GOM, LLC",5/5/15,9107
1.7719E+11,D, B019,"Energy XXI GOM, LLC",3/12/76,9206
1.77094E+11,D, A003,"Arena Offshore, LP",12/16/00,12757
1.77094E+11,E, A003,"Arena Offshore, LP",7/27/14,13908
1.77094E+11,D, A003,"Arena Offshore, LP",5/4/85,9471
1.77094E+11,E, A002,"Arena Offshore, LP",7/26/14,14264
1.77092E+11,D,22,"Arena Offshore, LP",3/30/71,10232
1.77044E+11,D, A004,"Arena Offshore, LP",9/14/10,6468
1.77054E+11,E,1,"Dynamic Offshore Resources NS, LLC",4/22/07,11500
1.77054E+11,E,BJ006,"Dynamic Offshore Resources NS, LLC",3/26/00,13844
1.77054E+11,E,12,"Dynamic Offshore Resources NS, LLC",9/28/10,13600
1.77054E+11,D,4,"Dynamic Offshore Resources NS, LLC",5/21/72,12150
4.27034E+11,E,1,"Dynamic Offshore Resources NS, LLC",8/27/10,6625
4.27084E+11,D, B002,"Dynamic Offshore Resources NS, LLC",9/11/09,8956
1.77044E+11,D, B011,Fieldwood Energy SP LLC,1/7/91,10473
6.08154E+11,D,8,Fieldwood Energy SP LLC,9/19/91,21844
1.77084E+11,E,1,Fieldwood Energy SP LLC,6/4/05,3125
4.27084E+11,D,1,Fieldwood Energy SP LLC,8/6/99,4952
6.08154E+11,D,4,Fieldwood Energy SP LLC,3/24/04,22274
1.77044E+11,D, B013,Fieldwood Energy SP LLC,12/21/93,9612
1.77014E+11,E,1,Fieldwood Energy SP LLC,7/20/07,10748
1.77214E+11,E,1,Fieldwood Energy SP LLC,9/3/82,10509
1.77194E+11,D, D025,Fieldwood Energy SP LLC,12/28/78,15222
1.77192E+11,D, D015,Fieldwood Energy SP LLC,1/17/89,12334
1.77004E+11,D, C006,Fieldwood Energy SP LLC,10/9/97,7872
1.77004E+11,D, B003,Fieldwood Energy SP LLC,6/26/07,10741
1.77E+11,E,3,Fieldwood Energy SP LLC,8/25/66,9820
1.77E+11,E,2,Fieldwood Energy SP LLC,8/8/66,6330
6.08154E+11,D,8,Fieldwood Energy SP LLC,8/24/12,22103
6.08154E+11,R,4,Fieldwood Energy SP LLC,1/18/96,3650
1.77044E+11,D, B013,Fieldwood Energy SP LLC,10/5/09,9170
1.77044E+11,D, B009,Fieldwood Energy SP LLC,11/13/90,8153
1.77044E+11,D, B002,Fieldwood Energy SP LLC,9/30/09,7603
1.77044E+11,D, A003,Fieldwood Energy SP LLC,5/28/05,8190
1.77044E+11,E,2,Fieldwood Energy SP LLC,2/2/79,8000
6.08174E+11,E,1,Murphy Exploration & Production Company - USA,10/29/15,19646
6.08234E+11,E,1,Murphy Exploration & Production Company - USA,7/9/14,24519
6.08114E+11,D, A008,Murphy Exploration & Production Company - USA,4/30/10,19182
6.08174E+11,E,3,Murphy Exploration & Production Company - USA,11/27/05,6580
6.08174E+11,E,1,Murphy Exploration & Production Company - USA,12/22/02,14200
6.08114E+11,D, A006,Murphy Exploration & Production Company - USA,9/15/06,20110
6.08114E+11,D, A005,Murphy Exploration & Production Company - USA,4/24/05,25939
1.77034E+11,E,1,Murphy Exploration & Production Company - USA,2/4/02,13249
6.08114E+11,E, A002,Murphy Exploration & Production Company - USA,9/3/01,18775
6.08174E+11,E, A004,Murphy Exploration & Production Company - USA,6/25/04,17580
6.08115E+11,D, A001,Murphy Exploration & Production Company - USA,5/24/01,20818
6.08115E+11,D, A001,Murphy Exploration & Production Company - USA,3/13/01,22925
6.08174E+11,D, A001,Murphy Exploration & Production Company - USA,11/18/03,14100
1.77104E+11,E, A001,Murphy Exploration & Production Company - USA,8/6/05,8856
1.77104E+11,E, B003,Murphy Exploration & Production Company - USA,8/3/97,8700
1.77094E+11,E, A002,"Sojitz Energy Venture, Inc.",5/31/17,13802
6.08174E+11,D, A008,"Sojitz Energy Venture, Inc.",9/1/10,19300
6.08174E+11,D, A001,"Sojitz Energy Venture, Inc.",9/9/10,12250
1.77094E+11,E, B005,"Arena Offshore, LP",6/1/15,11200
1.77214E+11,D, D028,Fieldwood Energy Offshore LLC,3/23/82,13732
1.77214E+11,D, D007,Fieldwood Energy Offshore LLC,3/15/84,13200
1.77214E+11,E,1,Fieldwood Energy Offshore LLC,2/4/83,10078
1.77214E+11,D, E006,Fieldwood Energy Offshore LLC,11/27/09,14887
1.77212E+11,D, A024,Fieldwood Energy Offshore LLC,3/26/75,14509
1.77214E+11,D, G029,Fieldwood Energy Offshore LLC,8/20/88,9786
1.77214E+11,D, G004,Fieldwood Energy Offshore LLC,5/9/12,13786
1.77214E+11,D, D033,Fieldwood Energy Offshore LLC,7/5/93,9072
1.77214E+11,D, D033,Fieldwood Energy Offshore LLC,8/14/84,11991
1.77214E+11,D, A029,Fieldwood Energy Offshore LLC,1/15/96,13037
1.77212E+11,D, A014,Fieldwood Energy Offshore LLC,5/15/80,8149
1.77212E+11,E,10,Fieldwood Energy Offshore LLC,9/26/72,13006
1.77234E+11,E, A024,Fieldwood Energy Offshore LLC,9/30/91,8084
1.77234E+11,D, A017,Fieldwood Energy Offshore LLC,5/9/90,7830
1.77234E+11,D, A005,Fieldwood Energy Offshore LLC,4/10/84,8640
1.77234E+11,E,12,Fieldwood Energy Offshore LLC,6/8/75,7597
1.7723E+11,E,1,Fieldwood Energy Offshore LLC,11/4/67,8189
1.77214E+11,D, C003,Fieldwood Energy Offshore LLC,12/14/73,10412
1.77234E+11,D, A001,Fieldwood Energy Offshore LLC,9/14/01,14138
1.77214E+11,D, G026,Fieldwood Energy Offshore LLC,10/4/00,11849
1.77214E+11,D, G024,Fieldwood Energy Offshore LLC,4/26/88,5617
1.77214E+11,D, E028,Fieldwood Energy Offshore LLC,7/5/97,10500
1.77214E+11,D, E024,Fieldwood Energy Offshore LLC,11/24/83,6988
1.77214E+11,D, E019,Fieldwood Energy Offshore LLC,11/28/09,6355
1.77214E+11,D, E014,Fieldwood Energy Offshore LLC,6/23/97,5690
1.77214E+11,D, E002,Fieldwood Energy Offshore LLC,1/2/94,5144
1.77214E+11,D, D032,Fieldwood Energy Offshore LLC,1/14/95,4969
1.77214E+11,D, C009,Fieldwood Energy Offshore LLC,4/17/80,8543
1.77214E+11,D, B023,Fieldwood Energy Offshore LLC,9/17/78,5997
1.77214E+11,D, B020,Fieldwood Energy Offshore LLC,12/2/92,7854
1.77214E+11,D, B012,Fieldwood Energy Offshore LLC,5/26/93,6606
1.77214E+11,D, B010,Fieldwood Energy Offshore LLC,6/12/73,6869
1.77214E+11,D, B006,Fieldwood Energy Offshore LLC,5/12/94,7176
1.77214E+11,D, B002,Fieldwood Energy Offshore LLC,7/21/94,7725
1.77214E+11,D, A036,Fieldwood Energy Offshore LLC,2/24/00,8509
1.77214E+11,D, A033,Fieldwood Energy Offshore LLC,2/29/96,5147
1.77214E+11,E,24,Fieldwood Energy Offshore LLC,2/1/93,679
1.77084E+11,E,8,Fieldwood Energy Offshore LLC,9/16/78,8490
1.77084E+11,E,5,Fieldwood Energy Offshore LLC,2/18/76,7170
1.77254E+11,D, B006,Fieldwood Energy Offshore LLC,7/4/17,7990
4.27094E+11,D, A001,Fieldwood Energy Offshore LLC,5/4/98,11025
4.27094E+11,E,2,Fieldwood Energy Offshore LLC,5/2/81,11160
4.27114E+11,D, A005,Fieldwood Energy Offshore LLC,2/4/94,11492
4.27114E+11,E,4,Fieldwood Energy Offshore LLC,3/1/75,7298
4.27114E+11,E,3,Fieldwood Energy Offshore LLC,2/13/75,10861
6.08114E+11,D, A035,Fieldwood Energy Offshore LLC,8/29/91,14308
6.08114E+11,D, A032,Fieldwood Energy Offshore LLC,4/26/12,13164
6.08114E+11,D, A011,Fieldwood Energy Offshore LLC,1/23/16,14650
6.08114E+11,D, A010,Fieldwood Energy Offshore LLC,2/14/91,13829
6.08114E+11,D, A001,Fieldwood Energy Offshore LLC,12/20/15,13760
6.08114E+11,D, A008,Fieldwood Energy Offshore LLC,12/26/15,14257
4.27064E+11,D, A005,Fieldwood Energy Offshore LLC,9/19/17,13255
1.77094E+11,D,4,Fieldwood Energy Offshore LLC,7/9/11,16387
1.7705E+11,D, A006,"Energy XXI GOM, LLC",6/8/14,9480
1.7711E+11,D, F010,"Energy XXI GOM, LLC",4/6/10,11010
1.77084E+11,E, C003,"Energy XXI GOM, LLC",1/7/02,15751
1.7717E+11,E,2,"Energy XXI GOM, LLC",10/8/69,15434
1.77194E+11,D, B008,"Energy XXI GOM, LLC",5/28/05,14370
1.77194E+11,E,1,"Energy XXI GOM, LLC",5/26/76,13475
1.7719E+11,D, C032,"Energy XXI GOM, LLC",5/25/75,14545
1.7719E+11,D, C027,"Energy XXI GOM, LLC",2/23/86,9590
1.7719E+11,D, C026,"Energy XXI GOM, LLC",1/11/78,10210
1.7719E+11,D, C015,"Energy XXI GOM, LLC",1/6/15,9370
1.7719E+11,D, C004,"Energy XXI GOM, LLC",8/5/14,8731
1.77194E+11,D, G002,"Energy XXI GOM, LLC",3/30/93,12786
1.7719E+11,D, F019,"Energy XXI GOM, LLC",3/10/89,10235
1.7719E+11,D, D013,"Energy XXI GOM, LLC",3/23/76,9975
1.77194E+11,D, F026,"Energy XXI GOM, LLC",8/20/91,10068
1.77192E+11,D, F023,"Energy XXI GOM, LLC",6/3/81,9818
1.7719E+11,D, F015,"Energy XXI GOM, LLC",5/18/79,9800
1.7719E+11,D, F006,"Energy XXI GOM, LLC",5/24/87,8734
1.7719E+11,D, F004,"Energy XXI GOM, LLC",11/16/72,9329
1.77194E+11,D, B038,"Energy XXI GOM, LLC",4/2/86,9848
1.77192E+11,D, B029,"Energy XXI GOM, LLC",8/26/86,8650
1.77192E+11,D, D028,"Energy XXI GOM, LLC",12/30/80,10435
1.77192E+11,D, D027,"Energy XXI GOM, LLC",9/29/69,10103
1.7719E+11,D, D021,"Energy XXI GOM, LLC",4/27/93,8620
1.7719E+11,D, D020,"Energy XXI GOM, LLC",10/23/92,10620
1.7719E+11,D, C021,"Energy XXI GOM, LLC",10/3/14,9780
1.7719E+11,D, C013,"Energy XXI GOM, LLC",12/13/88,9488
1.7719E+11,D, C011,"Energy XXI GOM, LLC",10/13/78,9613
1.7719E+11,D, A026,"Energy XXI GOM, LLC",11/27/77,9630
1.77194E+11,D, E002,"Energy XXI GOM, LLC",11/21/83,10885
1.7719E+11,D, C004,"Energy XXI GOM, LLC",10/19/04,10500
1.7719E+11,D,11,"Energy XXI GOM, LLC",8/6/70,12500
1.7719E+11,D, C015,"Energy XXI GOM, LLC",2/1/65,2510
1.7719E+11,D, H005,"Energy XXI GOM, LLC",11/20/12,9657
1.7719E+11,D, F012,"Energy XXI GOM, LLC",11/19/11,7016
1.7719E+11,D, F001,"Energy XXI GOM, LLC",11/23/11,8794
1.77194E+11,D, E014,"Energy XXI GOM, LLC",12/2/83,7700
1.7719E+11,D, E010,"Energy XXI GOM, LLC",11/17/11,8108
1.7719E+11,D, C006,"Energy XXI GOM, LLC",4/27/98,9009
1.7719E+11,D, C001,"Energy XXI GOM, LLC",5/30/99,11393
1.7719E+11,D, A005,"Energy XXI GOM, LLC",6/26/13,10672
1.77194E+11,D,31,"Energy XXI GOM, LLC",11/22/97,9262
1.7719E+11,D,24,"Energy XXI GOM, LLC",8/24/75,8244
1.7719E+11,D,14,"Energy XXI GOM, LLC",10/23/97,8806
1.77192E+11,D,10,"Energy XXI GOM, LLC",2/15/98,11472
1.7719E+11,D, U006,"Energy XXI GOM, LLC",12/19/93,12100
1.7719E+11,D, U005,"Energy XXI GOM, LLC",12/31/93,9321
1.7719E+11,D, S019,"Energy XXI GOM, LLC",1/26/82,11366
1.7719E+11,D, S016,"Energy XXI GOM, LLC",1/9/92,11247
1.77004E+11,D, A004,"Energy XXI GOM, LLC",4/20/89,8155
1.7719E+11,D, B011,"Energy XXI GOM, LLC",1/24/02,10840
1.7719E+11,D,8,"Energy XXI GOM, LLC",1/24/02,10652
1.7719E+11,D, T016,"Energy XXI GOM, LLC",8/9/92,5952
1.77194E+11,D, P034,"Energy XXI GOM, LLC",11/26/90,4258
1.77194E+11,D, P028,"Energy XXI GOM, LLC",8/16/83,5250
1.7719E+11,D, P012,"Energy XXI GOM, LLC",2/24/63,5168
1.77194E+11,D, J027,"Energy XXI GOM, LLC",10/19/92,7409
1.77044E+11,E,2,Medco Energi US LLC,4/21/17,4344
4.27044E+11,E, A001,Medco Energi US LLC,6/12/12,8208
1.77044E+11,D, A005,Medco Energi US LLC,2/13/06,6480
1.77044E+11,E, A001,Medco Energi US LLC,11/28/89,6614
1.77254E+11,E,6,Medco Energi US LLC,4/5/83,8815
1.77044E+11,D, A002,Medco Energi US LLC,6/20/14,9915
6.08104E+11,E,1,PXP Gulf Coast Inc.,5/8/05,7000
6.08174E+11,E,1,Plains Exploration & Production Company (PXP),7/27/08,15381
1.77284E+11,E,2,Plains Exploration & Production Company (PXP),1/21/09,9200
1.77114E+11,E, C008,"Century Exploration New Orleans, LLC",12/7/14,11307
1.77254E+11,D, B001,"Century Exploration New Orleans, LLC",4/1/13,7400
1.77264E+11,D,2,"Century Exploration New Orleans, LLC",12/13/04,13760
1.77004E+11,D, B001,"Century Exploration New Orleans, LLC",8/28/14,13491
1.77264E+11,D,1,"Century Exploration New Orleans, LLC",5/27/08,12710
1.77114E+11,D, C005,"Century Exploration New Orleans, LLC",11/28/00,9433
1.7711E+11,D, E002,"Century Exploration New Orleans, LLC",7/19/11,6566
1.77014E+11,D, A003,"Century Exploration New Orleans, LLC",5/24/16,8632
1.77114E+11,D, C029,"Century Exploration New Orleans, LLC",2/14/99,2862
1.77114E+11,D, C024,"Century Exploration New Orleans, LLC",2/6/99,4672
1.77114E+11,D, C024,"Century Exploration New Orleans, LLC",1/27/99,4855
1.7711E+11,E,7,"Century Exploration New Orleans, LLC",9/19/15,6817
1.7711E+11,D, H003,"Century Exploration New Orleans, LLC",7/6/65,5640
1.7711E+11,D, H001,"Century Exploration New Orleans, LLC",6/17/65,5211
1.7711E+11,D, E014,"Century Exploration New Orleans, LLC",7/16/11,5887
1.7711E+11,D, C022,"Century Exploration New Orleans, LLC",4/10/84,8246
1.77114E+11,D, B002,"Century Exploration New Orleans, LLC",1/4/94,11520
1.7711E+11,D, A004,"Century Exploration New Orleans, LLC",4/24/56,5863
1.7711E+11,E,4,"Century Exploration New Orleans, LLC",8/5/68,5681
1.77204E+11,D, F009,"Anglo-Suisse Offshore Partners, LLC",8/5/99,15336
1.77204E+11,D, C013,"Anglo-Suisse Offshore Partners, LLC",4/3/14,13815
1.77204E+11,D, D011,"Anglo-Suisse Offshore Partners, LLC",3/9/01,15440
1.77204E+11,D, F014,"Anglo-Suisse Offshore Partners, LLC",11/22/13,12917
1.77204E+11,D, E008,"Anglo-Suisse Offshore Partners, LLC",2/21/11,13081
1.772E+11,D, C001,"Anglo-Suisse Offshore Partners, LLC",4/6/14,10955
1.77204E+11,D, G016,"Anglo-Suisse Offshore Partners, LLC",6/29/09,12056
1.77204E+11,D, G010,"Anglo-Suisse Offshore Partners, LLC",7/21/09,13200
1.77204E+11,D, F001,"Anglo-Suisse Offshore Partners, LLC",9/8/14,8776
1.77204E+11,D, E006,"Anglo-Suisse Offshore Partners, LLC",1/16/11,13951
1.77202E+11,D, E003,"Anglo-Suisse Offshore Partners, LLC",5/23/96,13595
1.77202E+11,D, D007,"Anglo-Suisse Offshore Partners, LLC",6/8/96,13753
1.772E+11,D, C008,"Anglo-Suisse Offshore Partners, LLC",5/9/14,11707
1.772E+11,D, B005,"Anglo-Suisse Offshore Partners, LLC",8/15/66,10441
1.77204E+11,E,4,"Anglo-Suisse Offshore Partners, LLC",2/15/80,11972
1.77194E+11,E,5,"Anglo-Suisse Offshore Partners, LLC",6/20/83,12159
1.77194E+11,E,1,"Anglo-Suisse Offshore Partners, LLC",7/25/81,15457
4.27034E+11,D, D003,"Matagorda Island Gas Operations,LLC",4/13/08,3032
4.27034E+11,D,6,"Matagorda Island Gas Operations,LLC",1/12/04,2400
4.27034E+11,D, C001,"Matagorda Island Gas Operations,LLC",7/10/10,2882
4.27034E+11,E,1,"Matagorda Island Gas Operations,LLC",7/22/83,3748
1.77004E+11,D, A005,"Sojitz Energy Venture, Inc.",5/4/04,9869
1.77044E+11,E, A003,Fieldwood Energy Offshore LLC,11/12/92,11662
1.77034E+11,D, A006,Fieldwood Energy Offshore LLC,7/29/16,11624
1.77034E+11,E,3,Fieldwood Energy Offshore LLC,8/15/72,10976
4.27084E+11,D, B002,"Hilcorp Energy GOM, LLC",8/21/08,15763
4.27044E+11,D,4,"Hilcorp Energy GOM, LLC",8/18/08,8886
1.77024E+11,D, B005,"Hilcorp Energy GOM, LLC",1/6/12,9095
1.77024E+11,D, A019,"Hilcorp Energy GOM, LLC",10/4/89,6410
1.7709E+11,D, F002,"Hilcorp Energy GOM, LLC",1/9/06,10902
1.77024E+11,D, B005,"Hilcorp Energy GOM, LLC",3/25/96,8606
1.7709E+11,D,6,"Hilcorp Energy GOM, LLC",7/26/91,10560
1.77024E+11,D, B008,"Hilcorp Energy GOM, LLC",2/5/96,6062
1.7709E+11,D,9,"Hilcorp Energy GOM, LLC",7/1/95,10620
1.7709E+11,D,4,"Hilcorp Energy GOM, LLC",8/24/83,9800
1.77114E+11,D, C009,ANKOR Energy LLC,2/28/83,6620
1.77114E+11,D, B002,ANKOR Energy LLC,7/12/71,6871
6.08174E+11,D, B005,ANKOR Energy LLC,7/11/05,13788
6.08174E+11,D, B011,ANKOR Energy LLC,7/2/15,10110
1.77064E+11,D, A003,ANKOR Energy LLC,11/26/14,9968
1.77064E+11,D, A006,ANKOR Energy LLC,10/26/14,11500
1.77064E+11,D, A008,ANKOR Energy LLC,10/16/14,10771
1.77094E+11,D, K002,ANKOR Energy LLC,3/26/96,5866
1.77084E+11,D, A011,ANKOR Energy LLC,9/12/09,7945
1.77074E+11,D, A012,ANKOR Energy LLC,7/4/09,12240
1.77084E+11,D, D009,ANKOR Energy LLC,7/7/07,7115
1.77114E+11,D, E002,ANKOR Energy LLC,4/9/05,8180
1.77124E+11,D, A005,ANKOR Energy LLC,10/29/04,8728
1.77124E+11,D, A003,ANKOR Energy LLC,11/13/04,7112
1.77054E+11,D, C004,ANKOR Energy LLC,1/28/04,15406
6.08174E+11,E, B002,ANKOR Energy LLC,12/13/05,11521
6.08174E+11,E, B001,ANKOR Energy LLC,12/26/05,12550
1.77084E+11,D, C009,ANKOR Energy LLC,5/7/09,9380
1.77064E+11,D, A003,ANKOR Energy LLC,7/6/14,4958
1.77084E+11,D, C011,ANKOR Energy LLC,4/17/99,6504
1.77084E+11,D, C010,ANKOR Energy LLC,2/16/99,6409
1.77074E+11,D, B017,ANKOR Energy LLC,6/18/86,8891
1.7707E+11,E,2,ANKOR Energy LLC,1/15/64,7420
1.77074E+11,D, A012,ANKOR Energy LLC,6/13/09,12326
1.77094E+11,D, J009,ANKOR Energy LLC,4/12/98,12032
1.77074E+11,D,8,ANKOR Energy LLC,1/28/97,2705
1.77074E+11,D, B033,ANKOR Energy LLC,12/9/96,8391
1.77114E+11,D, A016,ANKOR Energy LLC,5/18/71,7529
1.77094E+11,D, J007,ANKOR Energy LLC,1/11/14,8710
1.77114E+11,D, B007,ANKOR Energy LLC,11/7/12,14003
1.77124E+11,E,8,ANKOR Energy LLC,1/2/78,7942
1.7705E+11,D, B002,ANKOR Energy LLC,12/23/64,14683
1.7705E+11,D, A002,ANKOR Energy LLC,7/11/70,12464
1.77114E+11,D,12,ANKOR Energy LLC,11/13/82,8227
1.7711E+11,E,2,ANKOR Energy LLC,10/28/64,9572
1.77112E+11,E,5,ANKOR Energy LLC,8/6/69,6998
1.77114E+11,D, C015,ANKOR Energy LLC,8/9/93,5845
1.77114E+11,D, C013,ANKOR Energy LLC,11/25/83,8250
1.77114E+11,D, C003,ANKOR Energy LLC,6/3/17,8739
1.77112E+11,E, A014,ANKOR Energy LLC,12/9/70,10239
1.77112E+11,D, A013,ANKOR Energy LLC,4/9/12,6004
1.77112E+11,D, A003,ANKOR Energy LLC,3/30/12,8230
1.77074E+11,D, B027,ANKOR Energy LLC,8/8/86,9164
1.77072E+11,D, B020,ANKOR Energy LLC,9/23/13,9794
1.7719E+11,D, J014,"Energy XXI GOM, LLC",2/1/76,5267
1.7719E+11,D, J009,"Energy XXI GOM, LLC",1/23/61,5584
1.7719E+11,D, J001,"Energy XXI GOM, LLC",12/16/83,8852
1.7719E+11,D, G017,"Energy XXI GOM, LLC",3/2/73,7040
1.7719E+11,D, G009,"Energy XXI GOM, LLC",4/14/77,12556
1.77194E+11,D, N019,"Energy XXI GOM, LLC",7/6/82,4923
1.7719E+11,D, N002,"Energy XXI GOM, LLC",8/12/63,10500
1.77194E+11,D, L011,"Energy XXI GOM, LLC",3/1/84,6648
1.77194E+11,D, L009,"Energy XXI GOM, LLC",12/13/78,10299
1.77194E+11,D, F023,"Energy XXI GOM, LLC",11/20/00,10544
1.7719E+11,D, F016,"Energy XXI GOM, LLC",5/16/64,6715
1.7719E+11,D, F015,"Energy XXI GOM, LLC",6/16/64,5695
1.7719E+11,D, F007,"Energy XXI GOM, LLC",5/30/62,4552
1.7719E+11,D, E014,"Energy XXI GOM, LLC",4/16/89,10185
1.7719E+11,D, E009,"Energy XXI GOM, LLC",2/12/89,9068
1.7719E+11,D, E008,"Energy XXI GOM, LLC",10/29/97,10315
1.77024E+11,D, A008,"Energy XXI GOM, LLC",8/30/02,5500
1.77E+11,D, A009,"Energy XXI GOM, LLC",6/23/02,8955
1.77054E+11,D,3,"Energy XXI GOM, LLC",6/1/03,10837
